Dataset,Number_Of_Candidates,Number_of_voters,Max_Ballot_length,Preferred_winner,Upper_Bound,heuristic_margin,Our_margin,Blom_margin,Margin_correct,Upper_bound_correct,Heuristic_equl_margin,Our_runtime,Blom_runtime,Our_number_LPS,Blom_number_LPS,Our_number_node_explored,Blom_number_node_explored,Our_bl_calls,Blom_Leaf_node_explored
Data_NA_Willoughby,6,47302,6,4,32757,16379,16379,16379.0,1,1,1,0.11993919999986247,1.1802410999998756,0,159,161,160,160,29
Data_NA_Willoughby,6,47302,6,5,31105,15553,15553,15553.0,1,1,1,0.1109452999999121,1.2528469000003497,0,159,161,160,160,29
Data_NA_Wollondilly,6,47182,6,0,24527,12264,12264,12264.0,1,1,1,0.17076940000015384,0.2882081999996444,0,44,61,45,60,5
Data_NA_Wollondilly,6,47182,6,1,0,0,0,0.0,1,1,1,0.0073428999999123334,0.06087729999990188,0,15,1,16,0,1
Data_NA_Wollondilly,6,47182,6,2,20075,10038,10038,10038.0,1,1,1,0.0968484999998509,0.20952649999981077,0,32,42,33,41,4
Data_NA_Wollondilly,6,47182,6,3,21125,10563,10563,10563.0,1,1,1,0.1060763999998926,0.2118799999998373,0,32,43,33,42,4
Data_NA_Wollondilly,6,47182,6,4,14801,7401,7401,7401.0,1,1,1,0.05447619999995368,0.2638581000001068,0,39,40,40,39,7
Data_NA_Wollondilly,6,47182,6,5,23494,11747,11747,11747.0,1,1,1,0.13518500000009226,0.2760179000001699,0,44,56,45,55,5
Data_NA_Wollongong,7,49702,7,0,18788,9394,9394,9394.0,1,1,1,2.132774899999731,3.995495299999675,0,329,437,330,436,6
Data_NA_Wollongong,7,49702,7,1,10304,5152,5152,5152.0,1,1,1,0.377017700000124,1.2574659000001702,0,90,109,91,108,7
Data_NA_Wollongong,7,49702,7,2,19532,9766,9766,9766.0,1,1,1,2.582676300000003,9.668697200000224,0,599,828,600,687,76
Data_NA_Wollongong,7,49702,7,3,6733,3367,3367,3367.0,1,1,1,0.1982333999999355,0.645103900000322,0,45,46,46,45,7
Data_NA_Wollongong,7,49702,7,4,19209,9605,9605,9605.0,1,1,1,1.3909093999996003,3.815505900000062,0,319,424,320,423,4
Data_NA_Wollongong,7,49702,7,5,0,0,0,0.0,1,1,1,0.03353450000031444,0.22185320000016873,0,26,1,27,0,1
Data_NA_Wollongong,7,49702,7,6,14806,7403,7403,7403.0,1,1,1,0.49112520000016957,1.0353930000001128,0,82,148,83,147,5
Data_NA_Wyong,7,46070,7,0,0,0,0,0.0,1,1,1,0.021216699999968114,0.16400049999992916,0,24,1,25,0,1
Data_NA_Wyong,7,46070,7,1,23575,11788,11865,11865.0,1,1,0,2.8591221000001497,8.231843799999751,0,636,873,637,854,72
Data_NA_Wyong,7,46070,7,2,24050,12025,12036,12036.0,1,1,0,2.8403622999999243,8.43940909999992,0,631,874,632,873,70
Data_NA_Wyong,7,46070,7,3,20808,10404,10273,10273.0,1,1,0,0.13224369999988994,0.5981306000003315,0,51,52,52,51,8
Data_NA_Wyong,7,46070,7,4,7440,3720,3720,3720.0,1,1,1,0.31638570000041,1.9781669000003603,0,159,167,160,166,23
Data_NA_Wyong,7,46070,7,5,24289,12145,12747.0,12747.0,1,1,0,4.270717999999761,8.904744599999958,0,664,1005,665,920,76
Data_NA_Wyong,7,46070,7,6,23430,11715,11737,11737.0,1,1,0,2.8747859000000062,8.142786600000363,0,626,858,627,841,69
